class,lh_x1,lh_y1,lh_z1,lh_x2,lh_y2,lh_z2,lh_x3,lh_y3,lh_z3,lh_x4,lh_y4,lh_z4,lh_x5,lh_y5,lh_z5,lh_x6,lh_y6,lh_z6,lh_x7,lh_y7,lh_z7,lh_x8,lh_y8,lh_z8,lh_x9,lh_y9,lh_z9,lh_x10,lh_y10,lh_z10,lh_x11,lh_y11,lh_z11,lh_x12,lh_y12,lh_z12,lh_x13,lh_y13,lh_z13,lh_x14,lh_y14,lh_z14,lh_x15,lh_y15,lh_z15,lh_x16,lh_y16,lh_z16,lh_x17,lh_y17,lh_z17,lh_x18,lh_y18,lh_z18,lh_x19,lh_y19,lh_z19,lh_x20,lh_y20,lh_z20,lh_x21,lh_y21,lh_z21,rh_x1,rh_y1,rh_z1,rh_x2,rh_y2,rh_z2,rh_x3,rh_y3,rh_z3,rh_x4,rh_y4,rh_z4,rh_x5,rh_y5,rh_z5,rh_x6,rh_y6,rh_z6,rh_x7,rh_y7,rh_z7,rh_x8,rh_y8,rh_z8,rh_x9,rh_y9,rh_z9,rh_x10,rh_y10,rh_z10,rh_x11,rh_y11,rh_z11,rh_x12,rh_y12,rh_z12,rh_x13,rh_y13,rh_z13,rh_x14,rh_y14,rh_z14,rh_x15,rh_y15,rh_z15,rh_x16,rh_y16,rh_z16,rh_x17,rh_y17,rh_z17,rh_x18,rh_y18,rh_z18,rh_x19,rh_y19,rh_z19,rh_x20,rh_y20,rh_z20,rh_x21,rh_y21,rh_z21
Hello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211127579,0.47436893,0,0.246565312,0.494511962,-0.007837288,0.289284855,0.486043423,-0.012377423,0.315614611,0.462155342,-0.019012999,0.323219687,0.442413807,-0.025066525,0.313109517,0.428123266,-0.002434088,0.349555135,0.398115128,-0.013500834,0.361670673,0.392473638,-0.018184848,0.37002477,0.388219833,-0.020335199,0.302766591,0.40698126,-0.009199564,0.340725183,0.367132008,-0.017750716,0.357058048,0.365478456,-0.02051883,0.367970049,0.366892606,-0.022193661,0.285785913,0.39310503,-0.019005202,0.320579469,0.360916227,-0.030227661,0.339627683,0.357987106,-0.033776991,0.354002506,0.357532948,-0.035330303,0.264243126,0.383319497,-0.030565321,0.290947258,0.36158222,-0.039892931,0.307752758,0.357214034,-0.043030314,0.32150054,0.355026186,-0.044271145
Hello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20994617,0.489220172,0,0.249419063,0.505764782,-0.010245294,0.289330661,0.501262426,-0.012270269,0.316709012,0.475751996,-0.015072763,0.331394494,0.451933831,-0.017797211,0.30832389,0.453064799,0.00322102,0.343367845,0.426102966,-0.003503039,0.359685391,0.410220683,-0.007303076,0.373204052,0.393488526,-0.009246766,0.301349193,0.428825915,-0.000289029,0.340646774,0.397149354,-0.003890026,0.361762583,0.379783541,-0.007095,0.379947782,0.363727719,-0.009840517,0.288357496,0.410210967,-0.007229285,0.325679183,0.380927384,-0.01347606,0.347978026,0.364913583,-0.017563649,0.367401153,0.352006644,-0.020291753,0.270210177,0.395205557,-0.016290938,0.299146593,0.371404171,-0.022675609,0.317774564,0.359569341,-0.025709715,0.334999949,0.349679917,-0.02734847
Hello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206136853,0.477107853,0,0.246013895,0.4987064,-0.010115147,0.289146781,0.495545089,-0.011565431,0.316237956,0.466978371,-0.014008703,0.319185019,0.441916019,-0.016322436,0.309042186,0.442204475,0.008667549,0.340950787,0.416032314,0.003097331,0.357914418,0.400456667,-0.001432578,0.372577697,0.385391325,-0.004044919,0.300628692,0.416654617,0.005175056,0.335429668,0.385464549,0.003937562,0.356491148,0.369014949,0.000504334,0.374692619,0.356251478,-0.002956255,0.285767972,0.397308469,-0.002219649,0.319066375,0.367804885,-0.007170645,0.340762347,0.354601175,-0.011692128,0.358022392,0.347617984,-0.014886283,0.265810668,0.38157922,-0.01190176,0.292388588,0.35734427,-0.017277321,0.310565472,0.347387254,-0.020019608,0.326346219,0.342549086,-0.021572972
Hello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185529679,0.449454844,0,0.217827708,0.411463082,0.005904162,0.258010477,0.387875766,0.007374074,0.285305083,0.379438937,0.003517022,0.302210033,0.372744322,0.000432583,0.293531209,0.398631632,0.022495866,0.321582764,0.377823114,0.015987288,0.339138687,0.364019424,0.00968942,0.354542017,0.351731658,0.005272432,0.294635206,0.414209694,0.01029326,0.320112348,0.381445348,0.004823466,0.335209519,0.359857053,-0.001281384,0.347020179,0.339789927,-0.006347581,0.287916452,0.43189621,-0.004708692,0.29983443,0.388427198,-0.01292519,0.287602037,0.363304257,-0.014780015,0.273650646,0.346571982,-0.014647202,0.274791837,0.450353712,-0.020978527,0.280329853,0.410850376,-0.027407246,0.267922193,0.38686049,-0.027452739,0.253011435,0.370734483,-0.0262552
Hello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108003691,0.380086899,0,0.157804832,0.35261181,0.001086488,0.187689185,0.298565894,-0.005226001,0.200523019,0.253467381,-0.015776018,0.199504957,0.220675945,-0.02369325,0.161279514,0.218872532,-0.003466959,0.186253235,0.172130823,-0.020034209,0.205027223,0.188365519,-0.027199863,0.209972128,0.208054274,-0.02988128,0.142273247,0.22381933,-0.015658528,0.173216462,0.186795428,-0.030895168,0.195475385,0.208973289,-0.032546289,0.203296155,0.232133344,-0.032005981,0.124094427,0.241584614,-0.029692229,0.156248018,0.223152071,-0.045156941,0.178084865,0.243298993,-0.042258691,0.185663611,0.263617277,-0.037920553,0.109297857,0.272116035,-0.044756759,0.137844786,0.265391856,-0.056801837,0.154174998,0.278415263,-0.054411892,0.160310358,0.291447937,-0.049990248
Hello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092552073,0.382927716,0,0.130569339,0.369133115,-0.015197536,0.158269659,0.324707925,-0.026784992,0.165006146,0.284508348,-0.040626362,0.146005228,0.252789766,-0.052701727,0.139916092,0.239590988,-0.013281017,0.145152524,0.16690065,-0.03524382,0.160716802,0.179611385,-0.047342371,0.165447935,0.205455199,-0.053073417,0.121872745,0.239387527,-0.020013012,0.123955049,0.162887901,-0.042312816,0.144135997,0.174038336,-0.052875817,0.151815191,0.20064345,-0.057381433,0.100857705,0.249605834,-0.0306632,0.101783618,0.189103365,-0.051446747,0.12447612,0.198386043,-0.05863687,0.135847002,0.218558252,-0.060762968,0.078436241,0.271095902,-0.043629918,0.083402753,0.236603335,-0.059883919,0.101551503,0.244309649,-0.064940855,0.11367356,0.25957045,-0.066084608
Hello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08770743,0.385843158,0,0.127344862,0.365624309,-0.010822751,0.153293192,0.315070868,-0.020454535,0.155805066,0.267955869,-0.03306764,0.139668852,0.236396208,-0.043903213,0.137919068,0.239290103,-0.006968831,0.145041317,0.177672088,-0.027083892,0.157005697,0.179593056,-0.038374495,0.160683036,0.196475446,-0.043625183,0.117558256,0.238515466,-0.015028583,0.122043692,0.167522997,-0.03591264,0.139722928,0.174470693,-0.044937409,0.147818774,0.198061824,-0.047844127,0.096046917,0.248730198,-0.026756139,0.100940332,0.191602588,-0.046194784,0.120367333,0.203582913,-0.049571544,0.129591659,0.226717174,-0.048485536,0.073804736,0.270453036,-0.040741187,0.084269919,0.238543555,-0.055107094,0.102054156,0.247068256,-0.057151202,0.112742126,0.263775736,-0.055686992
Hello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10674578,0.402587235,0,0.147493616,0.358740687,0.00444363,0.167864531,0.297909677,0.000870652,0.176211506,0.252525419,-0.008158562,0.184176594,0.22326678,-0.014834124,0.138103023,0.226886004,0.009492183,0.159695059,0.188077182,-0.004789806,0.186286807,0.188976213,-0.013407358,0.2060256,0.201595232,-0.017263707,0.118341729,0.232595488,-0.002962221,0.153168157,0.206314966,-0.016066305,0.182086721,0.221344382,-0.020390449,0.200431913,0.242476329,-0.021836998,0.102604344,0.250880122,-0.017570563,0.143164322,0.238319963,-0.031009618,0.173669636,0.253140271,-0.031941716,0.19342497,0.27258873,-0.030182686,0.092008546,0.282053411,-0.033221781,0.12993829,0.280143201,-0.04278357,0.155207068,0.293484747,-0.042191155,0.172362685,0.309031308,-0.039439905
Hello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178757548,0.442071438,0,0.22073181,0.442980647,-0.007679864,0.25913614,0.405849457,-0.015991148,0.27236858,0.363331586,-0.027054785,0.267755687,0.332718492,-0.036356196,0.256458819,0.325036824,-0.009189009,0.283272296,0.279306889,-0.027755646,0.299719095,0.295662701,-0.037201565,0.302707672,0.31858483,-0.04137117,0.23455745,0.316551745,-0.017777424,0.261797696,0.272677064,-0.034985062,0.282311857,0.295924366,-0.040000875,0.289454997,0.323129147,-0.041615043,0.210990444,0.321039826,-0.029273868,0.238240495,0.295160592,-0.047157347,0.26143685,0.317308605,-0.0492616,0.271400988,0.339917243,-0.048162635,0.186850339,0.33809492,-0.042471942,0.214732185,0.338405073,-0.057519723,0.234686524,0.359750718,-0.059449006,0.245880365,0.378854394,-0.058032673
Hello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17615205,0.464645147,0,0.216531277,0.464994669,-0.001588866,0.257534653,0.440518886,-0.005215542,0.279771209,0.41528964,-0.01262923,0.284223378,0.397827864,-0.018564316,0.271679997,0.376900017,0.006643421,0.307274789,0.344527096,-0.007738958,0.327073008,0.353291154,-0.01534042,0.34009099,0.365556628,-0.01812629,0.260704279,0.364291877,-0.00300349,0.302948415,0.332093775,-0.016167969,0.327974737,0.338212371,-0.022214074,0.347174108,0.346586913,-0.025124069,0.246779084,0.359346926,-0.01599204,0.292268276,0.335436612,-0.02981982,0.321422964,0.337940842,-0.034524687,0.344291776,0.341576129,-0.036086831,0.23246555,0.36348182,-0.030242251,0.275773555,0.352630466,-0.040972129,0.304377586,0.351734191,-0.044511426,0.328025103,0.351622611,-0.04567593
Hello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22738871,0.473254621,0,0.255827546,0.486080468,-0.007144074,0.290896297,0.470924169,-0.013525624,0.312243283,0.449611992,-0.022024816,0.321476698,0.42996195,-0.029912079,0.324856102,0.418232232,-0.00628088,0.359824628,0.384280622,-0.019533442,0.372371614,0.382607967,-0.02587181,0.379219413,0.384646147,-0.028876755,0.313082278,0.403580099,-0.013850898,0.350243062,0.367981642,-0.02590798,0.363904148,0.370347559,-0.029907471,0.36991024,0.377284259,-0.031439476,0.295748979,0.394912571,-0.024110345,0.329637229,0.370451391,-0.03695808,0.34771663,0.371955514,-0.040044338,0.359481543,0.374861568,-0.040856715,0.275685072,0.39258343,-0.036072575,0.306147695,0.380473435,-0.047424205,0.326072305,0.378688395,-0.051399365,0.342116058,0.377501816,-0.052838575
Hello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214274004,0.486328602,0,0.247878045,0.49830991,-0.000408336,0.287026584,0.475330681,-0.000281776,0.310365975,0.450206667,-0.003322196,0.323937953,0.43291384,-0.006307356,0.311957568,0.434677571,0.012942243,0.345404118,0.407141596,0.006165616,0.362601548,0.39548564,0.001778265,0.377881974,0.38342756,-0.000886277,0.303150684,0.420615137,0.00368533,0.339212567,0.392922282,-0.001192108,0.359053195,0.381661177,-0.004560215,0.376622975,0.370617002,-0.007036388,0.289900959,0.409431219,-0.008522736,0.324206889,0.387799054,-0.016424075,0.346132457,0.378409684,-0.019207405,0.365164518,0.368639469,-0.02060492,0.273867846,0.40254122,-0.022192664,0.305049747,0.391236126,-0.030114885,0.326243043,0.385922641,-0.032805562,0.345492721,0.378637135,-0.033968225
Hello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200512737,0.474310338,0,0.239521325,0.479218274,0.006343112,0.272383153,0.455283999,0.007140547,0.286900848,0.431556433,0.003410179,0.29147321,0.413988799,-0.000343108,0.293419451,0.409636557,0.016719593,0.321703285,0.379828066,0.010350578,0.340024054,0.367018968,0.005637049,0.356018603,0.356629729,0.002870404,0.283234358,0.396309882,0.004580229,0.317355156,0.365920991,0.000956542,0.340091497,0.35375461,-0.002219472,0.360651642,0.344709873,-0.004888192,0.269403636,0.38853997,-0.009734995,0.303745061,0.362257779,-0.015127234,0.326612562,0.352998674,-0.017142434,0.346166849,0.346894145,-0.018636441,0.252826631,0.386893988,-0.024903815,0.282471836,0.369340539,-0.029691238,0.303073794,0.361756027,-0.030595947,0.321329266,0.356409729,-0.031219186
